id,text,sentiment_label,intent_label,topic_label,annotation_status,confidence_score
TXT-0712,Highly overpriced for the terrible quality offered.,Negative,Greeting,Technology,annotated,0.9
TXT-0713,Amazing quality for the price. Highly recommend to everyone. Would recommend.,Positive,Inquiry,Technology,annotated,0.82
TXT-0714,The product arrived on the expected delivery date.,Neutral,Greeting,Entertainment,annotated,0.88
TXT-0715,Wonderful experience overall. Will definitely order again. Would recommend.,Positive,Greeting,Technology,annotated,0.93
TXT-0716,"It does what it says. Nothing more, nothing less.",Neutral,Greeting,Entertainment,annotated,0.95
TXT-0717,The product exceeded my expectations. Absolutely love it!,Positive,Complaint,Technology,annotated,0.87
TXT-0718,Great value for money. The product is exactly as described. Loved it!,Positive,Greeting,Technology,annotated,0.9
TXT-0719,Loved the packaging and the product quality is fantastic. Would recommend.,Positive,Request,Health,annotated,0.87
TXT-0720,Fell apart on the first use. Very poor craftsmanship. Very bad.,Negative,Request,Finance,annotated,0.87
TXT-0721,Very happy with this purchase. Works like a charm. Would recommend.,Positive,Feedback,Entertainment,annotated,0.82
TXT-0722,Very happy with this purchase. Works like a charm.,Positive,Request,Finance,annotated,0.85
TXT-0723,Worst purchase ever. Complete waste of money.,Negative,Complaint,Health,annotated,0.88
TXT-0724,I regret buying this. Total disappointment.,Negative,Inquiry,Technology,annotated,0.96
TXT-0725,Top notch quality and super fast shipping. Great!,Positive,Greeting,Technology,annotated,0.9
TXT-0726,Battery life is horrible. Barely lasts two hours. Very bad.,Negative,Inquiry,Health,annotated,0.82
TXT-0727,Extremely slow delivery. Took three weeks for a local order. Avoid.,Negative,Inquiry,Sports,annotated,0.85
TXT-0728,Awful smell and bad material. Returned immediately. Avoid.,Negative,Greeting,Sports,annotated,0.96
TXT-0729,I regret buying this. Total disappointment. Avoid.,Negative,Feedback,Sports,annotated,0.9
TXT-0730,Very happy with this purchase. Works like a charm. Loved it!,Positive,Greeting,Entertainment,annotated,0.82
TXT-0731,The description is misleading. Product is much smaller than shown. Zero stars.,Negative,Greeting,Entertainment,annotated,0.79
TXT-0732,Great value for money. The product is exactly as described. 5 stars.,Positive,Greeting,Health,annotated,0.96
TXT-0733,Very happy with this purchase. Works like a charm. Would recommend.,Positive,Complaint,Finance,annotated,0.93
TXT-0734,The description is misleading. Product is much smaller than shown. Zero stars.,Negative,Inquiry,Entertainment,annotated,0.85
TXT-0735,Received the item in perfect condition. Very satisfied. 5 stars.,Positive,Greeting,Technology,annotated,0.87
TXT-0736,Customer service was incredibly helpful and resolved my issue quickly. Would recommend.,Positive,Complaint,Finance,annotated,0.91
TXT-0737,The description is misleading. Product is much smaller than shown.,Negative,Complaint,Health,annotated,0.85
TXT-0738,Amazing quality for the price. Highly recommend to everyone. 5 stars.,Positive,Greeting,Technology,annotated,0.85
TXT-0739,Received on time. Packaging was intact.,Neutral,Request,Entertainment,annotated,0.82
TXT-0740,Wonderful experience overall. Will definitely order again.,Positive,Greeting,Technology,annotated,0.96
TXT-0741,Works as expected. Average experience.,Neutral,Request,Sports,annotated,0.93
TXT-0742,The product exceeded my expectations. Absolutely love it! Loved it!,Positive,Feedback,Finance,annotated,0.87
TXT-0743,The product exceeded my expectations. Absolutely love it!,Positive,Greeting,Finance,annotated,0.87
TXT-0744,I regret buying this. Total disappointment. Zero stars.,Negative,Feedback,Finance,annotated,0.91
TXT-0745,Awful smell and bad material. Returned immediately. Very bad.,Negative,Complaint,Health,annotated,0.93
TXT-0746,Very happy with this purchase. Works like a charm. Would recommend.,Positive,Request,Sports,annotated,0.79
TXT-0747,I am impressed with the performance. Worth every rupee. Loved it!,Positive,Complaint,Technology,annotated,0.87
TXT-0748,Loved the packaging and the product quality is fantastic. Great!,Positive,Feedback,Entertainment,annotated,0.87
TXT-0749,Loved the packaging and the product quality is fantastic.,Positive,Feedback,Health,annotated,0.79
TXT-0750,Amazing quality for the price. Highly recommend to everyone.,Positive,Request,Sports,annotated,0.88
TXT-0751,Nothing remarkable but no complaints either.,Neutral,Feedback,Finance,annotated,0.91
TXT-0752,Received the item in perfect condition. Very satisfied.,Positive,Greeting,Technology,annotated,0.85
TXT-0753,The product is functional and serves its purpose.,Neutral,Feedback,Technology,annotated,0.96
TXT-0754,Very happy with this purchase. Works like a charm.,Positive,Greeting,Entertainment,annotated,0.96
TXT-0755,Best purchase I have made this year. Truly outstanding. Would recommend.,Positive,Greeting,Sports,annotated,0.82
TXT-0756,Very happy with this purchase. Works like a charm. Loved it!,Positive,Request,Sports,annotated,0.79
TXT-0757,Loved the packaging and the product quality is fantastic.,Positive,Request,Technology,annotated,0.91
TXT-0758,Worst purchase ever. Complete waste of money. Very bad.,Negative,Inquiry,Finance,annotated,0.82
TXT-0759,Received the wrong item and nobody is responding. Avoid.,Negative,Feedback,Entertainment,annotated,0.82
TXT-0760,The product is functional and serves its purpose.,Neutral,Feedback,Finance,annotated,0.91
TXT-0761,Best purchase I have made this year. Truly outstanding. Great!,Positive,Feedback,Technology,annotated,0.82
TXT-0762,Superb build quality and very easy to set up. Loved it!,Positive,Feedback,Health,annotated,0.95
TXT-0763,Standard product. Met the basic requirements.,Neutral,Feedback,Finance,annotated,0.9
TXT-0764,Do not buy this. It is a scam. Zero stars.,Negative,Inquiry,Finance,annotated,0.95
TXT-0765,Do not buy this. It is a scam. Zero stars.,Negative,Inquiry,Finance,annotated,0.96
TXT-0766,Amazing quality for the price. Highly recommend to everyone. Loved it!,Positive,Feedback,Finance,annotated,0.9
TXT-0767,Works as expected. Average experience.,Neutral,Complaint,Technology,annotated,0.85
TXT-0768,Awful smell and bad material. Returned immediately.,Negative,Complaint,Entertainment,annotated,0.9
TXT-0769,Terrible product. Stopped working after just two days.,Negative,Greeting,Health,annotated,0.79
TXT-0770,Great value for money. The product is exactly as described.,Positive,Request,Finance,annotated,0.96
TXT-0771,Works as expected. Average experience.,Neutral,Feedback,Sports,annotated,0.87
TXT-0772,Amazing quality for the price. Highly recommend to everyone.,Positive,Complaint,Entertainment,annotated,0.93
TXT-0773,Works as expected. Average experience.,Neutral,Request,Entertainment,annotated,0.82
TXT-0774,Terrible product. Stopped working after just two days. Avoid.,Negative,Inquiry,Sports,annotated,0.82
TXT-0775,Fast delivery and excellent packaging. Will buy again.,Positive,Feedback,Technology,annotated,0.95
TXT-0776,Terrible product. Stopped working after just two days. Zero stars.,Negative,Greeting,Technology,annotated,0.82
TXT-0777,The product arrived broken and the return process is a nightmare. Avoid.,Negative,Feedback,Finance,annotated,0.9
TXT-0778,Superb build quality and very easy to set up. 5 stars.,Positive,Feedback,Sports,annotated,0.88
TXT-0779,I am impressed with the performance. Worth every rupee. 5 stars.,Positive,Inquiry,Sports,annotated,0.79
TXT-0780,Extremely slow delivery. Took three weeks for a local order. Zero stars.,Negative,Feedback,Health,annotated,0.82
TXT-0781,Brilliant product! Exactly what I needed. Would recommend.,Positive,Request,Finance,annotated,0.96
TXT-0782,I regret buying this. Total disappointment. Zero stars.,Negative,Inquiry,Technology,annotated,0.9
TXT-0783,Received on time. Packaging was intact.,Neutral,Inquiry,Entertainment,annotated,0.96
TXT-0784,Received the item in perfect condition. Very satisfied. Would recommend.,Positive,Inquiry,Finance,annotated,0.88
TXT-0785,Great value for money. The product is exactly as described. Great!,Positive,Request,Sports,annotated,0.93
TXT-0786,Customer support was rude and unhelpful. Never buying again. Avoid.,Negative,Feedback,Health,annotated,0.95
TXT-0787,Superb build quality and very easy to set up.,Positive,Request,Technology,annotated,0.91
TXT-0788,Top notch quality and super fast shipping. Loved it!,Positive,Inquiry,Health,annotated,0.91
TXT-0789,The description is misleading. Product is much smaller than shown. Very bad.,Negative,Feedback,Health,annotated,0.95
TXT-0790,The app is intuitive and works perfectly without any bugs. 5 stars.,Positive,Greeting,Health,annotated,0.87
TXT-0791,The product arrived broken and the return process is a nightmare. Very bad.,Negative,Complaint,Health,annotated,0.82
TXT-0792,Decent product at a reasonable price.,Neutral,Inquiry,Entertainment,annotated,0.9
TXT-0793,I regret buying this. Total disappointment. Zero stars.,Negative,Feedback,Health,annotated,0.96
TXT-0794,Awful smell and bad material. Returned immediately.,Negative,Complaint,Sports,annotated,0.95
TXT-0795,I am impressed with the performance. Worth every rupee. 5 stars.,Positive,Inquiry,Finance,annotated,0.95
TXT-0796,"Product is okay. Not great, not bad.",Neutral,Request,Entertainment,annotated,0.79
TXT-0797,I am impressed with the performance. Worth every rupee. Would recommend.,Positive,Complaint,Finance,annotated,0.85
TXT-0798,The product arrived broken and the return process is a nightmare. Zero stars.,Negative,Feedback,Health,annotated,0.79
TXT-0799,Received on time. Packaging was intact.,Neutral,Greeting,Sports,annotated,0.96
TXT-0800,Best purchase I have made this year. Truly outstanding. Would recommend.,Positive,Greeting,Entertainment,annotated,0.79
TXT-0801,The description is misleading. Product is much smaller than shown.,Negative,Inquiry,Technology,annotated,0.93
TXT-0802,Customer service was incredibly helpful and resolved my issue quickly. Loved it!,Positive,Complaint,Finance,annotated,0.96
TXT-0803,Customer service was incredibly helpful and resolved my issue quickly. Would recommend.,Positive,Complaint,Technology,annotated,0.85
TXT-0804,Loved the packaging and the product quality is fantastic. Would recommend.,Positive,Complaint,Technology,annotated,0.87
TXT-0805,Received the wrong item and nobody is responding.,Negative,Complaint,Technology,annotated,0.87
TXT-0806,Worst purchase ever. Complete waste of money. Zero stars.,Negative,Request,Health,annotated,0.85
TXT-0807,Poor quality. The stitching came apart within a week. Zero stars.,Negative,Request,Finance,annotated,0.96
TXT-0808,Customer support was rude and unhelpful. Never buying again. Zero stars.,Negative,Complaint,Health,annotated,0.91
TXT-0809,Decent product at a reasonable price.,Neutral,Request,Sports,annotated,0.79
TXT-0810,Decent product at a reasonable price.,Neutral,Feedback,Entertainment,annotated,0.87
TXT-0811,Great value for money. The product is exactly as described. Loved it!,Positive,Inquiry,Entertainment,annotated,0.87
TXT-0812,I regret buying this. Total disappointment.,Negative,Request,Entertainment,annotated,0.9
TXT-0813,Wonderful experience overall. Will definitely order again.,Positive,Feedback,Sports,annotated,0.96
TXT-0814,The product is functional and serves its purpose.,Neutral,Complaint,Sports,annotated,0.88
TXT-0815,Worst purchase ever. Complete waste of money. Avoid.,Negative,Feedback,Finance,annotated,0.82
TXT-0816,Worst purchase ever. Complete waste of money. Very bad.,Negative,Greeting,Finance,annotated,0.91
TXT-0817,The item matches the product description provided.,Neutral,Request,Entertainment,annotated,0.96
TXT-0818,The product exceeded my expectations. Absolutely love it! Would recommend.,Positive,Feedback,Technology,annotated,0.95
TXT-0819,Very happy with this purchase. Works like a charm. Would recommend.,Positive,Greeting,Finance,annotated,0.96
TXT-0820,Very happy with this purchase. Works like a charm. Great!,Positive,Feedback,Finance,annotated,0.87
TXT-0821,Average quality. Suitable for occasional use.,Neutral,Request,Sports,annotated,0.87
TXT-0822,Poor quality. The stitching came apart within a week. Zero stars.,Negative,Request,Finance,annotated,0.82
TXT-0823,Worst purchase ever. Complete waste of money. Very bad.,Negative,Inquiry,Entertainment,annotated,0.82
TXT-0824,Very happy with this purchase. Works like a charm.,Positive,Feedback,Entertainment,annotated,0.96
TXT-0825,Very happy with this purchase. Works like a charm. 5 stars.,Positive,Inquiry,Technology,annotated,0.82
TXT-0826,Customer support was rude and unhelpful. Never buying again. Zero stars.,Negative,Complaint,Sports,annotated,0.96
TXT-0827,I regret buying this. Total disappointment.,Negative,Greeting,Sports,annotated,0.96
TXT-0828,Standard product. Met the basic requirements.,Neutral,Complaint,Finance,annotated,0.79
TXT-0829,The product exceeded my expectations. Absolutely love it!,Positive,Inquiry,Technology,annotated,0.91
TXT-0830,Best purchase I have made this year. Truly outstanding. 5 stars.,Positive,Request,Technology,annotated,0.93
TXT-0831,Poor quality. The stitching came apart within a week. Very bad.,Negative,Complaint,Sports,annotated,0.93
TXT-0832,Amazing quality for the price. Highly recommend to everyone. 5 stars.,Positive,Feedback,Sports,annotated,0.82
TXT-0833,The product arrived broken and the return process is a nightmare.,Negative,Feedback,Technology,annotated,0.91
TXT-0834,Brilliant product! Exactly what I needed. Loved it!,Positive,Feedback,Sports,annotated,0.91
TXT-0835,Fast delivery and excellent packaging. Will buy again.,Positive,Inquiry,Finance,annotated,0.95
TXT-0836,Highly overpriced for the terrible quality offered. Avoid.,Negative,Complaint,Technology,annotated,0.82
